ID,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response
4359,37,technician,single,secondary,no,61,yes,no,19,may,3.03,8,-1,0,unknown,no
4360,37,blue-collar,married,primary,no,53,yes,no,19,may,7.78,4,-1,0,unknown,no
4362,36,management,divorced,tertiary,no,0,yes,no,19,may,0.35,11,-1,0,unknown,no
4363,52,blue-collar,married,secondary,no,2231,yes,yes,19,may,7.83,4,-1,0,unknown,no
4366,45,blue-collar,married,secondary,no,1345,yes,no,19,may,2,7,-1,0,unknown,no
4367,52,blue-collar,married,primary,no,522,yes,no,19,may,4.97,2,-1,0,unknown,no
4368,23,services,married,primary,no,523,yes,yes,19,may,4.15,2,-1,0,unknown,no
4369,44,blue-collar,married,secondary,no,261,yes,no,19,may,1.45,5,-1,0,unknown,no
4370,27,admin.,single,secondary,no,3776,yes,no,19,may,3.62,2,-1,0,unknown,no
4371,57,technician,married,secondary,no,437,yes,no,19,may,0.73,4,-1,0,unknown,no
4372,48,blue-collar,married,primary,no,490,yes,no,19,may,10.37,2,-1,0,unknown,no
4374,53,management,married,primary,no,3544,no,no,19,may,3.25,4,-1,0,unknown,no
4375,46,retired,married,primary,no,0,no,no,19,may,2.98,2,-1,0,unknown,no
4376,49,services,single,secondary,no,459,yes,no,19,may,0.97,10,-1,0,unknown,no
4377,30,technician,single,tertiary,no,3291,yes,no,19,may,20.3,3,-1,0,unknown,yes
4378,41,management,married,primary,no,2592,yes,no,19,may,8.33,3,-1,0,unknown,no
4379,42,self-employed,married,tertiary,no,596,yes,no,19,may,1.1,9,-1,0,unknown,no
4380,34,self-employed,married,secondary,no,-56,yes,no,19,may,4.13,3,-1,0,unknown,no
4381,44,services,married,primary,no,1161,yes,no,19,may,1.83,5,-1,0,unknown,no
4382,34,blue-collar,married,primary,no,183,yes,no,19,may,51.3,4,-1,0,unknown,no
4383,28,student,single,secondary,no,154,yes,no,20,may,0.35,9,-1,0,unknown,no
4384,31,management,single,secondary,no,0,yes,no,20,may,2.5,1,-1,0,unknown,no
4385,48,technician,single,secondary,no,479,no,no,20,may,2.47,5,-1,0,unknown,no
4386,38,management,divorced,tertiary,no,-980,yes,no,20,may,1.52,1,-1,0,unknown,no
4387,38,management,single,tertiary,no,690,yes,no,20,may,0.57,1,-1,0,unknown,no
4388,32,management,divorced,tertiary,no,5306,yes,no,20,may,3.35,1,-1,0,unknown,no
4389,33,admin.,married,secondary,no,730,yes,no,20,may,1.17,1,-1,0,unknown,no
4390,41,services,single,secondary,no,397,yes,no,20,may,0.32,15,-1,0,unknown,no
4391,33,admin.,single,secondary,no,434,yes,no,20,may,5.85,1,-1,0,unknown,no
4392,37,management,married,tertiary,no,897,no,no,20,may,3.03,1,-1,0,unknown,no
4393,55,technician,divorced,secondary,no,0,yes,no,20,may,6.08,4,-1,0,unknown,no
4394,32,services,single,secondary,no,228,yes,no,20,may,4.28,1,-1,0,unknown,no
4395,33,management,single,tertiary,no,201,yes,no,20,may,4.67,1,-1,0,unknown,no
4396,54,management,married,tertiary,no,2847,yes,no,20,may,0.27,10,-1,0,unknown,no
4397,39,admin.,single,secondary,no,4039,yes,no,20,may,2.33,1,-1,0,unknown,no
4399,30,blue-collar,married,secondary,no,9,yes,no,20,may,3.07,1,-1,0,unknown,no
4400,34,management,single,secondary,no,31,yes,no,20,may,0.33,14,-1,0,unknown,no
4401,57,management,married,tertiary,no,0,yes,yes,20,may,1.78,2,-1,0,unknown,no
4402,36,blue-collar,married,secondary,no,4438,yes,no,20,may,7.43,1,-1,0,unknown,yes
4403,39,admin.,married,secondary,no,6421,no,yes,20,may,11.02,1,-1,0,unknown,no
4404,38,blue-collar,married,secondary,no,171,yes,yes,20,may,2.87,1,-1,0,unknown,no
4405,37,management,divorced,tertiary,no,42,yes,yes,20,may,2.08,4,-1,0,unknown,no
4406,36,management,married,tertiary,no,806,yes,no,20,may,4.67,1,-1,0,unknown,no
4407,39,blue-collar,married,secondary,no,298,yes,no,20,may,3.6,1,-1,0,unknown,no
4408,35,entrepreneur,married,secondary,no,24,yes,no,20,may,1.35,1,-1,0,unknown,no
4409,47,blue-collar,married,secondary,no,290,yes,no,20,may,6.82,2,-1,0,unknown,no
4410,37,management,married,tertiary,no,425,yes,no,20,may,3.77,1,-1,0,unknown,no
4411,39,unemployed,married,secondary,no,0,yes,no,20,may,3.18,1,-1,0,unknown,no
4412,35,blue-collar,married,secondary,no,1602,yes,yes,20,may,2.85,1,-1,0,unknown,no
4413,32,management,divorced,primary,no,137,yes,no,20,may,0.22,12,-1,0,unknown,no
4414,30,management,single,tertiary,no,3110,yes,no,20,may,2.22,1,-1,0,unknown,no
4415,38,blue-collar,single,primary,no,419,yes,no,20,may,10.93,1,-1,0,unknown,no
4416,35,blue-collar,divorced,secondary,no,0,yes,no,20,may,20.08,1,-1,0,unknown,yes
4417,31,blue-collar,married,secondary,no,-88,yes,no,20,may,3.37,6,-1,0,unknown,no
4418,35,blue-collar,married,secondary,no,274,yes,yes,20,may,3.42,1,-1,0,unknown,no
4419,38,management,married,tertiary,no,0,yes,no,20,may,3.43,1,-1,0,unknown,no
4420,34,services,married,secondary,no,0,yes,no,20,may,1.32,1,-1,0,unknown,no
4421,30,management,single,tertiary,no,162,yes,no,20,may,3.1,4,-1,0,unknown,no
4422,31,services,divorced,secondary,no,1222,yes,no,20,may,8.87,1,-1,0,unknown,no
4423,54,services,married,secondary,no,4482,yes,no,20,may,1.62,2,-1,0,unknown,no
4424,40,technician,married,secondary,no,1259,no,no,20,may,3.9,5,-1,0,unknown,no
4425,35,blue-collar,married,secondary,no,499,yes,no,20,may,5.47,1,-1,0,unknown,no
4426,35,technician,single,secondary,no,1861,yes,no,20,may,4.95,1,-1,0,unknown,no
4427,29,services,single,secondary,no,271,yes,no,20,may,31.37,2,-1,0,unknown,yes
4428,33,admin.,single,tertiary,no,622,yes,no,20,may,4.05,1,-1,0,unknown,no
4429,31,student,single,secondary,no,368,yes,no,20,may,1.35,1,-1,0,unknown,no
4430,51,housemaid,married,primary,no,492,yes,no,20,may,2.37,3,-1,0,unknown,no
4431,35,blue-collar,married,primary,no,102,yes,no,20,may,22.23,1,-1,0,unknown,yes
4432,38,self-employed,married,secondary,no,736,yes,no,20,may,12.92,1,-1,0,unknown,no
4433,36,unemployed,married,secondary,no,733,yes,no,20,may,5.58,1,-1,0,unknown,no
4434,37,management,married,secondary,no,3175,yes,no,20,may,2.8,1,-1,0,unknown,no
4435,29,technician,married,tertiary,no,43,yes,no,20,may,1.13,2,-1,0,unknown,no
4436,53,services,married,primary,no,574,yes,no,20,may,2.02,2,-1,0,unknown,no
4437,34,blue-collar,married,secondary,no,4622,yes,yes,20,may,3.62,1,-1,0,unknown,no
4438,31,self-employed,single,tertiary,no,1820,yes,no,20,may,1.13,1,-1,0,unknown,no
4439,38,admin.,divorced,secondary,no,3750,yes,no,20,may,1.98,1,-1,0,unknown,no
4440,36,admin.,married,secondary,no,465,yes,no,20,may,2.67,1,-1,0,unknown,no
4441,36,management,married,tertiary,no,860,yes,no,20,may,4.9,15,-1,0,unknown,no
4443,38,blue-collar,married,secondary,no,0,yes,no,20,may,1.5,1,-1,0,unknown,no
4444,36,blue-collar,married,secondary,no,7579,yes,no,20,may,10,1,-1,0,unknown,no
4445,35,blue-collar,married,secondary,no,4635,yes,no,20,may,2.47,1,-1,0,unknown,no
4446,31,management,married,tertiary,no,827,no,no,20,may,0.63,1,-1,0,unknown,no
4447,32,blue-collar,married,primary,no,0,yes,no,20,may,2.37,1,-1,0,unknown,no
4448,32,services,married,secondary,no,364,yes,no,20,may,7.77,1,-1,0,unknown,no
4449,36,services,married,secondary,no,380,yes,no,20,may,0.43,1,-1,0,unknown,no
4450,32,unemployed,married,secondary,no,93,yes,no,20,may,3.38,2,-1,0,unknown,no
4451,33,blue-collar,married,tertiary,no,6138,yes,no,20,may,6.15,1,-1,0,unknown,no
4452,30,blue-collar,married,secondary,no,1803,yes,no,20,may,0.48,1,-1,0,unknown,no
4453,39,services,married,secondary,no,0,yes,no,20,may,13.22,2,-1,0,unknown,no
4454,35,admin.,married,secondary,no,3187,yes,no,20,may,1.18,1,-1,0,unknown,no
4455,31,blue-collar,married,secondary,no,2,yes,no,20,may,3.03,2,-1,0,unknown,yes
4456,30,services,single,secondary,no,695,yes,no,20,may,3.38,1,-1,0,unknown,no
4457,34,services,married,primary,no,1042,yes,no,20,may,2.78,1,-1,0,unknown,no
4458,30,blue-collar,single,secondary,no,4648,yes,no,20,may,0.62,1,-1,0,unknown,no
4459,31,blue-collar,single,secondary,no,2089,yes,no,20,may,0.57,1,-1,0,unknown,no
4460,39,self-employed,married,tertiary,no,3059,yes,yes,20,may,6.57,1,-1,0,unknown,no
4461,36,technician,married,secondary,no,412,yes,yes,20,may,2.12,1,-1,0,unknown,no
4462,32,management,single,tertiary,no,863,yes,no,20,may,4.4,1,-1,0,unknown,no
4463,33,services,married,secondary,no,4434,yes,no,20,may,4.42,1,-1,0,unknown,no
4464,33,services,married,secondary,no,5499,yes,no,20,may,3.85,1,-1,0,unknown,no
4465,34,technician,divorced,secondary,no,3997,yes,no,20,may,5.33,1,-1,0,unknown,no
4466,39,housemaid,married,primary,no,4904,yes,no,20,may,1.68,1,-1,0,unknown,no
4467,35,management,married,tertiary,no,440,yes,no,20,may,1.83,1,-1,0,unknown,no
4468,60,retired,single,secondary,no,-14,yes,no,20,may,2.02,3,-1,0,unknown,no
4469,34,technician,single,tertiary,no,759,no,no,20,may,4.42,1,-1,0,unknown,no
4470,33,technician,married,secondary,no,603,yes,no,20,may,5.75,1,-1,0,unknown,no
4471,59,admin.,divorced,secondary,no,-41,yes,yes,20,may,2.85,1,-1,0,unknown,no
4472,31,admin.,single,secondary,no,78,no,no,20,may,9.53,1,-1,0,unknown,no
4473,36,technician,married,secondary,no,84,yes,no,20,may,1.12,1,-1,0,unknown,no
4474,36,technician,divorced,secondary,no,409,yes,no,20,may,0.42,1,-1,0,unknown,no
4475,38,blue-collar,married,secondary,no,732,yes,yes,20,may,4.48,1,-1,0,unknown,no
4476,32,blue-collar,married,secondary,no,328,yes,no,20,may,2.2,1,-1,0,unknown,no
4477,32,technician,single,secondary,no,1698,yes,no,20,may,1.92,1,-1,0,unknown,no
4478,39,services,married,secondary,no,9374,yes,no,20,may,4.55,1,-1,0,unknown,no
4479,39,retired,married,secondary,no,439,no,no,20,may,0.93,1,-1,0,unknown,no
4480,33,housemaid,married,tertiary,no,4958,yes,no,20,may,7.23,1,-1,0,unknown,no
4481,23,services,single,secondary,no,210,yes,no,20,may,8.45,1,-1,0,unknown,no
4482,39,entrepreneur,married,tertiary,no,2644,yes,no,20,may,4.22,1,-1,0,unknown,no
4484,38,technician,single,secondary,no,614,yes,no,20,may,1.93,1,-1,0,unknown,no
4485,35,admin.,married,secondary,no,2137,yes,no,20,may,2.07,1,-1,0,unknown,no
4486,27,technician,single,tertiary,no,-291,yes,no,20,may,1.1,2,-1,0,unknown,no
4487,31,admin.,single,secondary,no,160,yes,yes,20,may,3.88,2,-1,0,unknown,no
4488,58,housemaid,married,primary,no,11,yes,no,20,may,1.5,1,-1,0,unknown,no
4489,34,technician,divorced,secondary,no,2036,yes,yes,20,may,1.73,1,-1,0,unknown,no
4490,31,admin.,single,secondary,no,121,yes,no,20,may,3.12,1,-1,0,unknown,no
4492,34,admin.,married,secondary,no,1689,no,no,20,may,7.05,1,-1,0,unknown,no
4493,37,technician,married,secondary,no,439,yes,no,20,may,3.58,2,-1,0,unknown,no
4494,37,admin.,married,secondary,no,1283,yes,no,20,may,3.48,1,-1,0,unknown,no
4495,33,technician,single,secondary,no,1769,yes,no,20,may,3.02,1,-1,0,unknown,no
4496,33,admin.,married,secondary,no,2,yes,no,20,may,3.35,1,-1,0,unknown,no
4497,39,blue-collar,married,secondary,no,0,yes,yes,20,may,0.67,1,-1,0,unknown,no
4498,35,blue-collar,single,primary,no,47,no,no,20,may,5.28,1,-1,0,unknown,no
4499,35,blue-collar,married,secondary,no,2054,yes,no,20,may,7.45,1,-1,0,unknown,no
4500,34,services,single,secondary,no,8132,yes,no,20,may,2.28,1,-1,0,unknown,no
4501,39,services,married,secondary,no,453,yes,yes,20,may,3.07,1,-1,0,unknown,no
4502,37,management,single,tertiary,no,427,yes,no,20,may,2.02,1,-1,0,unknown,no
4503,42,management,married,secondary,no,2416,yes,no,20,may,2.3,4,-1,0,unknown,no
4504,40,blue-collar,married,secondary,no,877,yes,no,20,may,3.45,6,-1,0,unknown,no
4505,37,blue-collar,married,primary,no,398,yes,yes,20,may,5.15,1,-1,0,unknown,no
4506,37,blue-collar,married,primary,no,2240,yes,no,20,may,3.57,1,-1,0,unknown,no
4507,36,technician,single,secondary,no,380,yes,no,20,may,2.23,1,-1,0,unknown,no
4508,35,entrepreneur,married,secondary,no,1163,yes,no,20,may,4.73,1,-1,0,unknown,no
4509,35,services,married,secondary,no,4170,yes,no,20,may,29.62,1,-1,0,unknown,yes
4510,37,management,married,tertiary,no,5432,yes,yes,20,may,12.9,1,-1,0,unknown,no
4511,35,technician,divorced,secondary,yes,-52,yes,no,20,may,4.42,1,-1,0,unknown,no
4512,30,self-employed,single,secondary,no,4011,yes,no,20,may,1.03,1,-1,0,unknown,no
4514,31,admin.,single,secondary,no,2144,yes,no,20,may,1.48,1,-1,0,unknown,no
4515,56,entrepreneur,married,tertiary,no,8741,yes,no,20,may,5.3,3,-1,0,unknown,no
4516,37,blue-collar,married,secondary,no,362,yes,no,20,may,4.62,2,-1,0,unknown,no
4517,33,blue-collar,married,primary,no,163,yes,no,20,may,2.25,1,-1,0,unknown,no
4518,40,blue-collar,married,primary,no,-740,yes,no,20,may,2.1,3,-1,0,unknown,no
4519,38,services,married,secondary,no,434,yes,no,20,may,6.85,1,-1,0,unknown,no
4520,41,services,single,secondary,no,1629,yes,no,20,may,1.42,1,-1,0,unknown,no
4521,38,blue-collar,married,secondary,no,-152,no,no,20,may,1.67,1,-1,0,unknown,no
4522,36,technician,married,secondary,no,3763,yes,no,20,may,1.38,1,-1,0,unknown,no
4523,31,technician,single,secondary,no,1,yes,no,20,may,1.18,3,-1,0,unknown,no
4524,31,technician,married,secondary,no,4,no,no,20,may,3.32,4,-1,0,unknown,no
4525,52,blue-collar,divorced,primary,no,0,yes,yes,20,may,0.78,1,-1,0,unknown,no
4526,31,management,single,tertiary,no,2007,yes,no,20,may,4.22,1,-1,0,unknown,no
4527,39,blue-collar,married,secondary,no,327,yes,no,20,may,4.07,1,-1,0,unknown,no
4528,35,admin.,married,secondary,no,-130,yes,no,20,may,3.73,1,-1,0,unknown,no
4529,22,services,married,secondary,no,14,yes,yes,20,may,0.93,1,-1,0,unknown,no
4530,38,admin.,married,tertiary,no,4399,yes,no,20,may,10.63,2,-1,0,unknown,no
4531,39,blue-collar,married,primary,no,780,yes,no,20,may,5.18,1,-1,0,unknown,no
4532,34,services,single,tertiary,no,371,no,no,20,may,1.28,1,-1,0,unknown,no
4533,34,blue-collar,married,primary,no,161,yes,yes,20,may,2.95,1,-1,0,unknown,no
4534,36,blue-collar,divorced,secondary,no,221,yes,no,20,may,3.15,1,-1,0,unknown,no
4535,32,blue-collar,single,secondary,no,706,yes,no,20,may,2.53,1,-1,0,unknown,no
4536,33,management,single,primary,no,4897,yes,no,20,may,2.52,1,-1,0,unknown,no
4537,33,services,married,secondary,no,7,yes,no,20,may,3.62,1,-1,0,unknown,no
4538,36,admin.,married,secondary,no,2030,yes,no,20,may,0.4,1,-1,0,unknown,no
4539,32,blue-collar,married,secondary,no,489,yes,no,20,may,3.53,1,-1,0,unknown,no
4540,42,blue-collar,married,primary,no,1059,yes,no,20,may,2.72,2,-1,0,unknown,no
4541,43,management,married,tertiary,no,-8,yes,no,20,may,7.88,2,-1,0,unknown,no
4542,35,self-employed,single,secondary,no,271,yes,no,20,may,1.13,1,-1,0,unknown,no
4543,37,housemaid,single,secondary,no,2042,yes,no,20,may,8.08,1,-1,0,unknown,no
4544,33,blue-collar,married,secondary,no,-53,yes,no,20,may,2.87,1,-1,0,unknown,no
4545,26,student,single,secondary,no,268,yes,no,20,may,1.28,2,-1,0,unknown,no
4546,37,technician,single,tertiary,no,5122,yes,no,20,may,6.6,1,-1,0,unknown,no
4547,33,services,married,secondary,no,403,yes,no,20,may,4.57,2,-1,0,unknown,no
4548,40,admin.,married,tertiary,no,0,yes,no,20,may,1.47,2,-1,0,unknown,no
4549,36,technician,divorced,secondary,no,566,yes,no,20,may,2.15,2,-1,0,unknown,no
4550,35,blue-collar,married,primary,no,356,yes,yes,20,may,7.9,2,-1,0,unknown,no
4552,39,admin.,divorced,secondary,no,-607,yes,no,20,may,6.23,2,-1,0,unknown,no
4553,60,management,married,tertiary,no,328,yes,no,20,may,1.2,5,-1,0,unknown,no
4554,34,admin.,single,secondary,no,126,yes,no,20,may,1.02,2,-1,0,unknown,no
4555,32,blue-collar,married,primary,no,206,yes,no,20,may,3.42,2,-1,0,unknown,no
4556,33,management,single,tertiary,no,136,yes,yes,20,may,5.78,6,-1,0,unknown,no
4557,59,blue-collar,married,primary,no,14,yes,yes,20,may,5.92,1,-1,0,unknown,no
4558,35,management,single,secondary,no,5260,yes,no,20,may,3.52,2,-1,0,unknown,no
4559,34,admin.,single,tertiary,no,458,yes,no,20,may,3.52,1,-1,0,unknown,no
4560,42,management,married,tertiary,no,0,no,no,20,may,1.1,12,-1,0,unknown,no
4561,38,entrepreneur,married,primary,no,666,yes,no,20,may,24.2,10,-1,0,unknown,no
4563,32,blue-collar,single,primary,no,1660,no,no,20,may,0.23,1,-1,0,unknown,no
4564,30,blue-collar,married,secondary,no,673,yes,no,20,may,10.17,2,-1,0,unknown,no
4565,34,management,single,tertiary,no,673,yes,yes,20,may,2,1,-1,0,unknown,no
4566,59,retired,married,secondary,no,-313,yes,no,20,may,6.78,1,-1,0,unknown,no
4567,32,admin.,married,secondary,no,0,yes,no,20,may,7.73,2,-1,0,unknown,no
4568,54,housemaid,married,secondary,no,167,yes,no,20,may,9.12,7,-1,0,unknown,no
4569,48,management,divorced,primary,no,432,yes,no,20,may,2.53,2,-1,0,unknown,no
4570,36,blue-collar,married,primary,no,8135,yes,no,20,may,8.7,1,-1,0,unknown,no
4571,29,services,single,secondary,no,0,yes,no,20,may,3.78,9,-1,0,unknown,no
4572,39,blue-collar,single,secondary,no,4286,yes,no,20,may,22.93,2,-1,0,unknown,no
4574,36,admin.,single,secondary,no,0,no,no,20,may,0.62,1,-1,0,unknown,no
4575,33,technician,married,secondary,no,105,yes,yes,20,may,6,1,-1,0,unknown,no
4576,32,management,single,tertiary,no,1271,yes,no,20,may,0.85,1,-1,0,unknown,no
4577,41,services,divorced,secondary,no,83,no,no,20,may,13.9,6,-1,0,unknown,no
4578,34,blue-collar,single,primary,no,709,yes,no,20,may,1.77,1,-1,0,unknown,no
4579,34,services,married,secondary,no,-93,yes,yes,20,may,3.23,1,-1,0,unknown,no
4580,53,housemaid,married,secondary,no,736,yes,no,20,may,8.92,1,-1,0,unknown,no
4581,38,services,married,secondary,yes,-242,yes,yes,20,may,3.93,2,-1,0,unknown,no
4582,33,blue-collar,married,secondary,no,3259,yes,no,20,may,3.03,1,-1,0,unknown,no
4584,33,services,married,secondary,no,210,yes,yes,20,may,3.35,1,-1,0,unknown,no
4585,35,blue-collar,married,secondary,no,2688,yes,no,20,may,4.68,1,-1,0,unknown,no
4586,34,management,married,tertiary,no,0,yes,no,20,may,2.5,1,-1,0,unknown,no
4587,37,entrepreneur,married,secondary,no,5064,yes,no,20,may,1.32,1,-1,0,unknown,no
4588,38,unemployed,married,secondary,no,205,yes,no,20,may,5.98,2,-1,0,unknown,no
4589,39,housemaid,married,tertiary,no,75,yes,no,20,may,5.53,2,-1,0,unknown,no
4590,43,blue-collar,married,primary,no,0,yes,no,20,may,9.87,1,-1,0,unknown,no
4591,39,admin.,married,secondary,no,2019,yes,no,20,may,2.77,1,-1,0,unknown,no
4592,38,blue-collar,married,primary,no,178,yes,no,20,may,4.08,1,-1,0,unknown,no
4593,40,services,married,primary,no,3559,yes,no,20,may,2.3,8,-1,0,unknown,no
4594,38,self-employed,married,secondary,no,290,yes,no,20,may,6.15,1,-1,0,unknown,no
4595,32,admin.,divorced,secondary,no,138,yes,yes,20,may,2.63,1,-1,0,unknown,no
4596,31,blue-collar,single,secondary,no,5607,no,no,20,may,4.35,1,-1,0,unknown,no
4597,32,blue-collar,married,primary,no,8291,no,no,20,may,2.18,1,-1,0,unknown,no
4598,37,blue-collar,single,primary,no,6969,yes,no,20,may,6.87,1,-1,0,unknown,no
4599,30,management,single,tertiary,no,18,no,no,20,may,2.02,11,-1,0,unknown,no
4600,46,entrepreneur,married,secondary,no,583,yes,no,20,may,2.28,2,-1,0,unknown,no
4601,36,housemaid,single,secondary,no,7171,yes,no,20,may,3.6,2,-1,0,unknown,no
4602,34,blue-collar,married,primary,no,500,yes,no,20,may,5.4,1,-1,0,unknown,no
4603,32,blue-collar,married,secondary,no,113,yes,yes,20,may,3.92,2,-1,0,unknown,no
4604,34,services,divorced,secondary,no,0,yes,yes,20,may,3.38,1,-1,0,unknown,no
4605,33,blue-collar,married,primary,no,3512,yes,no,20,may,11.62,2,-1,0,unknown,no
4606,37,entrepreneur,married,tertiary,no,4798,yes,no,20,may,2.6,2,-1,0,unknown,no
4607,34,technician,single,secondary,no,85,yes,no,20,may,19.7,4,-1,0,unknown,yes
4608,37,blue-collar,married,primary,no,660,yes,yes,20,may,2.83,2,-1,0,unknown,no
4609,31,services,married,tertiary,no,585,yes,yes,20,may,4.53,2,-1,0,unknown,no
4610,47,entrepreneur,married,secondary,no,136,yes,no,20,may,2.2,1,-1,0,unknown,no
4611,36,management,single,secondary,no,360,yes,no,20,may,4.52,1,-1,0,unknown,no
4612,31,unemployed,married,secondary,no,296,yes,no,20,may,6.3,3,-1,0,unknown,no
4613,33,blue-collar,married,secondary,no,0,yes,yes,20,may,1.9,1,-1,0,unknown,no
4614,33,blue-collar,married,secondary,no,10,yes,yes,20,may,1.78,1,-1,0,unknown,no
4615,39,blue-collar,married,primary,no,451,yes,no,20,may,6.38,1,-1,0,unknown,no
4616,37,blue-collar,divorced,secondary,no,614,yes,no,20,may,3.08,1,-1,0,unknown,no
4617,34,technician,single,secondary,no,692,yes,no,20,may,4.23,1,-1,0,unknown,no
4618,33,management,married,tertiary,no,148,no,no,20,may,11.95,1,-1,0,unknown,no
4619,31,blue-collar,single,primary,no,5058,yes,no,20,may,2.62,1,-1,0,unknown,no
4620,33,admin.,married,secondary,no,1467,yes,no,20,may,1.42,2,-1,0,unknown,no
4621,30,management,married,tertiary,no,859,yes,no,20,may,4.15,3,-1,0,unknown,no
4622,34,services,married,secondary,no,-508,yes,no,20,may,5.15,2,-1,0,unknown,no
4623,31,student,single,tertiary,no,410,yes,no,20,may,1.87,2,-1,0,unknown,no
4624,36,entrepreneur,married,secondary,no,134,no,no,20,may,1.63,1,-1,0,unknown,no
4626,31,services,single,secondary,no,2038,yes,no,20,may,2.47,1,-1,0,unknown,no
4627,39,admin.,married,secondary,no,-362,yes,no,20,may,2.42,2,-1,0,unknown,no
4628,34,management,married,tertiary,no,967,yes,no,20,may,6.92,2,-1,0,unknown,no
4629,43,management,married,tertiary,no,1825,yes,no,20,may,12.37,2,-1,0,unknown,no
4630,43,blue-collar,married,primary,yes,-635,yes,no,20,may,0.62,9,-1,0,unknown,no
4631,34,blue-collar,married,secondary,no,1298,yes,no,20,may,2,1,-1,0,unknown,no
4632,36,blue-collar,married,secondary,no,1797,yes,yes,20,may,3.08,2,-1,0,unknown,no
4634,31,admin.,single,secondary,no,431,yes,yes,20,may,17.42,1,-1,0,unknown,yes
4635,32,blue-collar,married,secondary,no,4996,yes,no,20,may,3.42,2,-1,0,unknown,no
4636,31,blue-collar,married,secondary,no,213,yes,no,20,may,1.23,2,-1,0,unknown,no
4637,31,blue-collar,married,primary,no,26,yes,no,20,may,0.85,26,-1,0,unknown,no
4638,33,management,single,secondary,no,0,no,no,20,may,3.17,2,-1,0,unknown,no
4639,32,admin.,married,primary,no,1351,yes,no,20,may,5.42,3,-1,0,unknown,no
4640,44,technician,divorced,secondary,no,982,yes,no,20,may,10.83,3,-1,0,unknown,yes
4641,33,services,married,secondary,no,4963,yes,no,20,may,2.47,2,-1,0,unknown,no
4642,39,services,married,secondary,no,1438,yes,no,20,may,3.53,2,-1,0,unknown,no
4643,39,blue-collar,married,primary,no,1411,yes,no,20,may,10.42,2,-1,0,unknown,no
4644,33,services,single,secondary,no,0,yes,no,20,may,2.23,3,-1,0,unknown,no
4646,34,technician,single,secondary,no,1183,yes,no,20,may,7.3,2,-1,0,unknown,no
4647,39,management,married,tertiary,no,351,yes,no,20,may,16.65,3,-1,0,unknown,no
4648,32,blue-collar,married,secondary,no,2366,yes,no,20,may,2.12,2,-1,0,unknown,no
4649,34,blue-collar,married,secondary,no,2700,yes,no,20,may,7.43,2,-1,0,unknown,no
4650,59,blue-collar,married,secondary,no,0,yes,no,20,may,3.62,4,-1,0,unknown,no
4651,39,blue-collar,married,primary,no,622,yes,no,20,may,2.82,1,-1,0,unknown,no
4652,34,services,married,secondary,yes,421,yes,no,20,may,4.12,3,-1,0,unknown,no
4653,36,services,single,secondary,no,774,yes,no,20,may,2.33,1,-1,0,unknown,no
4654,35,blue-collar,married,secondary,no,67,no,no,20,may,1,6,-1,0,unknown,no
4655,39,technician,married,secondary,no,7313,yes,no,20,may,1.65,1,-1,0,unknown,no
4656,57,housemaid,divorced,primary,no,231,yes,no,20,may,0.43,14,-1,0,unknown,no
4657,46,management,married,tertiary,no,477,yes,no,20,may,2.13,6,-1,0,unknown,no
4658,58,blue-collar,married,primary,no,99,yes,no,20,may,3.58,3,-1,0,unknown,no
4659,32,technician,married,secondary,no,908,yes,no,20,may,1.07,1,-1,0,unknown,no
4660,34,admin.,single,secondary,no,1581,yes,yes,20,may,0.87,11,-1,0,unknown,no
4661,35,technician,single,tertiary,no,2012,yes,no,20,may,6.88,2,-1,0,unknown,no
4662,36,technician,single,tertiary,no,162,yes,no,20,may,3.6,2,-1,0,unknown,no
4663,40,management,married,tertiary,no,917,yes,no,20,may,4.87,1,-1,0,unknown,no
4664,44,services,married,secondary,no,1422,yes,no,20,may,2.15,8,-1,0,unknown,no
4665,31,blue-collar,married,secondary,no,1787,yes,no,20,may,3.35,4,-1,0,unknown,no
4666,55,self-employed,married,secondary,no,-196,yes,no,20,may,3.5,2,-1,0,unknown,no
4667,35,technician,married,secondary,no,1387,yes,no,20,may,1.9,1,-1,0,unknown,no
4668,31,unemployed,married,primary,no,-63,yes,no,20,may,10.95,1,-1,0,unknown,no
4669,35,management,single,tertiary,no,1423,yes,no,20,may,1.47,1,-1,0,unknown,no
4670,36,admin.,married,tertiary,no,3127,yes,no,20,may,2.45,2,-1,0,unknown,no
4671,36,technician,single,secondary,no,5436,yes,no,20,may,7.38,1,-1,0,unknown,no
4672,30,management,single,tertiary,no,1724,yes,no,20,may,1.22,1,-1,0,unknown,no
4673,31,blue-collar,married,secondary,no,0,yes,no,20,may,2.23,1,-1,0,unknown,no
4674,41,services,married,secondary,no,804,yes,no,20,may,2.12,8,-1,0,unknown,no
4675,36,blue-collar,married,primary,no,408,yes,yes,20,may,17.72,2,-1,0,unknown,yes
4676,59,entrepreneur,married,tertiary,no,705,yes,no,20,may,7.43,2,-1,0,unknown,no
4677,36,management,single,tertiary,no,1373,yes,no,20,may,2.4,2,-1,0,unknown,no
4679,39,blue-collar,married,secondary,no,0,yes,no,20,may,2.75,2,-1,0,unknown,no
4680,38,technician,divorced,secondary,no,273,yes,no,20,may,5.23,2,-1,0,unknown,no
